,orig_index,f_form,def_form,voltage,vol_p_f,per_exp,grav_cap,grav_e_den,vol_e_den,f_transfer,f_cost_p_kg,def_cost_p_kg,f_cost_p_mol,def_cost_p_mol,cost_p_mol_f,log10_cost_p_mol_f,f_id,def_id,f_spacegroup,def_spacegroup,f_e_hull,def_e_hull,f_bandgap,def_bandgap,f_barrier,def_barrier,direct,products,type
634,668,V2OF8,V2OF5,3.90,59.22,62.25,297.94,1162.87,2933.21,3.0,139.32,176.08,37.60,37.48,12.53,1.10,mp-1101223,mp-1574993,Spacegroup object (13),Spacegroup object (144),0.01,0.00,2.56,1.88,-,-,No,V4(OF3)3 + 2 VF4,Partial
635,797,V2OF7,V2OF5,4.10,79.43,45.08,213.67,877.04,2299.86,2.0,149.71,176.08,37.56,37.48,18.78,1.27,mp-765500,mp-1574993,Spacegroup object (8),Spacegroup object (144),0.07,0.00,2.46,1.88,-,-,No,V4(OF3)3 + 2 VF4,Partial
636,718,CrXeF10,CrXeF6,5.15,49.03,27.77,287.21,1478.06,4671.02,4.0,635.45,797.38,237.20,237.05,59.30,1.77,mp-1204829,mp-28749,Spacegroup object (61),Spacegroup object (14),0.03,0.00,1.52,1.89,-,-,No,XeF4 + CrF3,Partial
637,312,SbO2F,SbO2,3.43,52.35,28.78,155.14,532.46,2917.98,1.0,4.33,4.62,0.75,0.71,0.75,-0.13,mp-752561,mp-230,Spacegroup object (9),Spacegroup object (33),0.01,0.00,1.33,1.89,0.63,-,No,Sb2F7 + 4 Sb2O5,Complete
638,460,LiAgF4,LiAgF2,4.26,39.94,55.70,280.93,1196.76,4747.40,2.0,298.38,372.07,56.93,56.86,28.47,1.45,mp-765559,mp-1176792,Spacegroup object (15),Spacegroup object (166),0.00,0.02,1.13,1.89,3.26,3.26,No,AgF2 + LiF,Partial
639,540,LiAgF6,LiAgF2,5.01,25.54,99.19,468.56,2349.06,8734.63,4.0,249.16,372.07,57.01,56.86,14.25,1.15,mp-859118,mp-1176792,Spacegroup object (206),Spacegroup object (166),0.00,0.02,0.46,1.89,-,4.41,No,AgF2 + LiF,Partial
640,760,LiAgF3,LiAgF2,4.17,65.78,28.23,156.00,650.53,2821.55,1.0,331.15,372.07,56.89,56.86,56.89,1.76,mp-752699,mp-1176792,Spacegroup object (65),Spacegroup object (166),0.05,0.02,0.00,1.89,-,1.67,No,AgF2 + LiF,Partial
641,230,CsI3F16,CsI3,3.50,23.33,74.45,524.50,1838.00,6684.26,16.0,10063.06,16017.48,8227.49,8226.88,514.22,2.71,mp-28578,mp-22876,Spacegroup object (218),Spacegroup object (62),0.00,0.00,4.24,1.92,-,-,No,CsI4 + 0.3333 CsF,Complete
642,409,Nb6O15F,Nb2O5,5.31,310.54,0.85,32.83,174.38,761.28,1.0,50.21,51.36,40.99,13.65,40.99,1.61,mp-734322,mp-581967,Spacegroup object (51),Spacegroup object (3),0.07,0.00,0.00,1.93,-,-,No,Nb2O5 + 0.4 NbO2F + 0.2 O,Complete
643,450,CaVF5,CaVF4,1.47,106.82,32.10,144.09,211.95,612.90,1.0,101.75,113.10,18.93,18.89,18.93,1.28,mp-1401720,mp-1387359,Spacegroup object (15),Spacegroup object (15),0.00,0.07,0.00,1.97,-,-,No,CaF2 + VF3,Partial
644,632,CaVF6,CaVF4,2.66,65.41,61.79,261.47,694.24,1806.49,2.0,92.51,113.10,18.97,18.89,9.48,0.98,mp-1391106,mp-1387359,Spacegroup object (148),Spacegroup object (15),0.00,0.07,0.00,1.97,-,-,No,CaF2 + VF3,Partial
645,519,KCrF4,KCrF3,1.90,95.05,22.12,160.40,304.22,888.00,1.0,6.86,7.48,1.15,1.11,1.15,0.06,mp-5053,mp-556365,Spacegroup object (62),Spacegroup object (12),0.00,0.00,2.92,1.97,-,0.93,No,K2CrF5 + CrF2,Partial
646,523,KCrF6,KCrF3,3.76,40.48,56.00,392.05,1475.74,4138.79,3.0,5.96,7.48,1.22,1.11,0.41,-0.39,mp-20076,mp-556365,Spacegroup object (148),Spacegroup object (12),0.00,0.00,1.19,1.97,0.35,0.35,No,K2CrF5 + CrF2,Partial
647,413,As2S2F3,AsS,2.84,51.64,25.48,296.73,843.10,2448.82,3.0,1.08,0.83,0.29,0.09,0.10,-1.01,mp-27717,mp-542810,Spacegroup object (57),Spacegroup object (14),0.07,0.00,2.37,1.97,-,-,No,As2S3 + AsF3,Complete
648,700,Sb2XeF15,Sb2XeF14,5.48,310.77,7.35,40.62,222.56,784.62,1.0,361.19,371.84,238.31,238.27,238.31,2.38,mp-1195732,mp-27290,Spacegroup object (15),Spacegroup object (2),0.02,0.00,0.02,1.98,-,-,No,Sb2XeF16 + 0.3333 SbXeF7 + 0.3333 SbF5,Partial
649,467,NaVF4,NaVF3,1.75,83.64,29.83,178.77,313.65,933.55,1.0,125.84,143.81,18.87,18.83,18.87,1.28,mp-17999,mp-1120756,Spacegroup object (14),Spacegroup object (62),0.00,0.00,0.00,2.02,-,4.42,No,Na3VF6 + 2 VF3,Partial
650,597,NaVF6,NaVF3,3.01,38.51,79.32,427.86,1289.79,3483.91,3.0,100.80,143.81,18.94,18.83,6.31,0.80,mp-1120731,mp-1120756,Spacegroup object (62),Spacegroup object (62),0.00,0.00,3.25,2.02,-,2.54,No,Na3VF6 + 2 VF3,Partial
651,646,Na2V2F7,NaVF3,1.72,151.13,17.29,95.43,163.72,505.20,1.0,134.22,143.81,37.70,18.83,37.70,1.58,mp-1120785,mp-1120756,Spacegroup object (15),Spacegroup object (62),0.01,0.00,0.37,2.02,-,0.79,No,Na3VF6 + 3 NaVF3 + 2 VF3,Partial
652,654,SbIF10,SbIF5,3.59,37.82,27.70,305.50,1098.12,4229.86,5.0,12.60,15.53,5.53,5.34,1.11,0.04,mp-30214,mp-23403,Spacegroup object (73),Spacegroup object (14),0.01,0.00,4.07,2.02,-,-,No,SbF4 + IF5,Partial
653,687,Sb2I2F11,SbIF5,3.83,316.38,6.82,37.95,145.25,538.47,1.0,15.17,15.53,10.71,5.34,10.71,1.03,mp-27236,mp-23403,Spacegroup object (5),Spacegroup object (14),0.02,0.00,0.00,2.02,-,-,No,SbF4 + 7 SbIF5 + IF5,Partial
654,210,Ge(SF6)2,GeS2,3.22,18.89,173.52,881.75,2836.61,7580.55,12.0,196.04,519.47,71.51,71.05,5.96,0.78,mp-28291,mp-542613,Spacegroup object (58),Spacegroup object (43),0.00,0.00,4.97,2.05,-,-,No,GeF4 + 2 S,Complete
655,452,SbXeF11,SbXeF9,5.12,109.53,12.87,116.01,593.75,2079.55,2.0,513.93,559.80,237.45,237.38,118.73,2.07,mp-1195229,mp-27238,Spacegroup object (62),Spacegroup object (14),0.00,0.00,1.79,2.05,-,-,No,Sb2XeF16 + XeF4,Partial
656,471,Li2AgF6,Li2AgF3,4.62,35.52,67.66,341.07,1576.26,5790.49,3.0,244.28,321.54,57.59,57.47,19.20,1.28,mp-765413,mp-754466,Spacegroup object (136),Spacegroup object (164),0.00,0.04,0.00,2.05,1.44,1.44,No,AgF2 + 2 LiF,Partial
657,721,Li2AgF4,Li2AgF3,4.04,83.50,31.37,135.54,548.12,2155.49,1.0,290.84,321.54,57.51,57.47,57.51,1.76,mp-761269,mp-754466,Spacegroup object (15),Spacegroup object (164),0.03,0.04,0.38,2.05,-,0.95,No,AgF2 + 2 LiF,Partial
658,735,Li2AgF5,Li2AgF3,4.35,50.17,57.87,247.31,1076.38,3860.93,2.0,265.52,321.54,57.55,57.47,28.77,1.46,mp-760778,mp-754466,Spacegroup object (15),Spacegroup object (164),0.04,0.04,0.41,2.05,-,0.93,No,AgF2 + 2 LiF,Partial
659,790,Li6Ag3F10,Li2AgF3,4.57,253.59,32.99,48.27,220.49,801.63,1.0,310.60,321.54,172.46,57.47,172.46,2.24,mp-760133,mp-754466,Spacegroup object (33),Spacegroup object (164),0.06,0.04,0.08,2.05,-,0.62,No,AgF + 0.5 AgF2 + 3 LiF,Partial
660,744,Cs3PdF6,Cs3PdF5,3.84,230.44,4.89,43.29,166.44,742.56,1.0,48307.86,49837.09,29908.69,29908.65,29908.69,4.48,mp-1113156,mp-1213701,Spacegroup object (225),Spacegroup object (127),0.04,0.00,0.00,2.08,-,-,No,Cs3PdF5 + Cs2PdF6 + CsF,Partial
661,774,Li2VF7,Li2VF6,4.68,125.31,24.79,135.49,633.56,1660.75,1.0,101.47,112.03,20.07,20.03,20.07,1.30,mp-759125,mp-753861,Spacegroup object (62),Spacegroup object (136),0.05,0.00,1.35,2.11,-,0.35,No,LiVF6 + LiF,Partial
662,489,LiVF5,LiVF4,3.49,92.84,7.84,175.32,612.07,1673.66,1.0,127.00,144.74,19.42,19.38,19.42,1.29,mp-760803,mp-755801,Spacegroup object (62),Spacegroup object (15),0.00,0.00,1.81,2.12,0.83,0.83,No,Li2VF6 + VF3,Partial
663,550,LiVF6,LiVF4,3.65,57.90,34.51,311.88,1138.43,2805.83,2.0,113.18,144.74,19.45,19.38,9.73,0.99,mp-753571,mp-755801,Spacegroup object (225),Spacegroup object (15),0.00,0.00,3.08,2.12,-0.62,-0.62,No,Li2VF6 + VF3,Partial
664,805,Li3VOF6,Li3VOF5,4.33,109.43,2.26,132.84,574.91,1760.02,1.0,102.18,112.59,20.61,20.58,20.61,1.31,mp-759965,mp-760816,Spacegroup object (19),Spacegroup object (1),0.07,0.02,2.97,2.16,-,-,No,Li2VF6 + 0.3333 V2O5 + 3 LiF,Partial
665,720,Fe2OF3,Fe2OF2,2.35,72.54,18.78,145.12,341.75,1444.87,1.0,0.89,0.76,0.16,0.13,0.16,-0.78,mp-758397,mp-1178466,Spacegroup object (38),Spacegroup object (15),0.03,0.06,1.68,2.16,0.52,-,No,Fe3O4 + 5 FeF2,Partial
666,630,BiXeF9,BiXeF7,5.01,99.49,6.08,104.85,525.32,2241.24,2.0,465.52,502.73,238.00,237.92,119.00,2.08,mp-555132,mp-1196930,Spacegroup object (2),Spacegroup object (14),0.00,0.01,1.96,2.18,-,-,No,BiF5 + XeF4,Partial
667,535,LiV(OF)2,LiVO2F,3.09,69.91,16.26,209.59,646.88,1964.82,1.0,150.97,176.96,19.31,19.27,19.31,1.29,mp-1539853,mp-752626,Spacegroup object (11),Spacegroup object (62),0.00,0.05,2.22,2.22,3.90,3.90,No,Li2VOF4 + V2O5 + LiF,Partial
668,683,LiV2F7,LiV2F5,1.75,61.57,10.50,221.67,388.97,1268.30,2.0,157.71,186.74,38.14,38.06,19.07,1.28,mp-756227,mp-758252,Spacegroup object (15),Spacegroup object (63),0.02,0.06,1.84,2.24,-,0.55,No,LiV2F6,Partial
669,741,LiV2F9,LiV2F5,2.76,43.29,55.36,383.14,1058.76,2841.09,4.0,136.57,186.74,38.21,38.06,9.55,0.98,mp-1176613,mp-758252,Spacegroup object (62),Spacegroup object (63),0.04,0.06,1.76,2.24,-,1.79,No,LiV2F6,Partial
670,212,As(IF2)3,AsI3,3.31,43.15,45.21,282.31,933.97,3412.13,6.0,23.95,29.43,13.64,13.41,2.27,0.36,mp-27445,mp-23218,Spacegroup object (2),Spacegroup object (148),0.00,0.00,1.33,2.24,-,-,No,I + 0.3333 AsF3,Complete
671,364,CrPO4F,CrPO4,4.20,103.94,39.55,161.49,678.01,1797.68,1.0,3.74,3.96,0.62,0.58,0.62,-0.21,mp-770697,mp-19401,Spacegroup object (33),Spacegroup object (74),0.04,0.00,0.00,2.26,-,-,No,CrPO4 + 0.6667 CrF3 + 0.3333 Cr(PO3)3 + O,Complete
672,487,BaMnF5,BaMnF4,3.33,106.62,5.73,93.30,310.72,1390.09,1.0,1.14,1.08,0.33,0.29,0.33,-0.49,mp-540958,mp-556850,Spacegroup object (19),Spacegroup object (36),0.00,0.01,1.50,2.32,-,0.69,No,MnF3 + BaF2,Partial
673,657,Ba2Mn2F11,BaMnF4,4.02,81.13,20.67,135.47,544.52,2204.99,3.0,1.16,1.08,0.69,0.29,0.23,-0.64,mp-1049304,mp-556850,Spacegroup object (145),Spacegroup object (36),0.01,0.01,1.67,2.32,-,0.81,No,MnF3 + BaF2,Partial
674,752,Rb3PdF6,Rb3PdF5,3.89,206.20,8.73,56.21,218.56,839.23,1.0,19383.40,20187.69,9242.27,9242.23,9242.27,3.97,mp-1113827,mp-8201,Spacegroup object (225),Spacegroup object (127),0.05,0.00,0.00,2.34,-,0.64,No,Rb3PdF5 + Rb2PdF6 + RbF,Partial
675,255,CsHF2,CsH,1.12,38.58,15.26,311.81,350.77,1297.77,2.0,47778.64,61334.85,8213.63,8213.56,4106.82,3.61,mp-24668,mp-1057286,Spacegroup object (140),Spacegroup object (225),0.00,0.00,6.51,2.35,0.25,-,No,2 H + 2 CsF,Complete
676,584,ZnFeF6,ZnFeF5,5.29,108.86,17.20,113.93,602.87,2163.31,1.0,1.78,1.76,0.42,0.38,0.42,-0.38,mp-1396958,mp-1387950,Spacegroup object (148),Spacegroup object (15),0.00,0.04,0.85,2.35,-,-,No,FeF3 + F + ZnF2,Partial
677,499,Li2VOF4,Li2VOF3,2.53,96.18,24.37,170.91,431.79,1168.99,1.0,127.28,144.54,19.96,19.92,19.96,1.30,mp-780857,mp-765507,Spacegroup object (63),Spacegroup object (76),0.00,0.05,1.33,2.36,-0.02,-,No,V3O5 + 2 LiV3(OF3)2 + 16 LiF,Partial
678,642,Li2VOF5,Li2VOF3,3.12,47.32,22.38,304.88,951.18,2933.98,2.0,113.74,144.54,20.00,19.92,10.00,1.00,mp-757198,mp-765507,Spacegroup object (144),Spacegroup object (76),0.00,0.05,2.83,2.36,-,-,No,V3O5 + 2 LiV3(OF3)2 + 16 LiF,Partial
679,691,MgVF6,MgVF5,3.63,108.15,18.66,141.63,514.78,1495.74,1.0,100.03,110.97,18.93,18.89,18.93,1.28,mp-1446092,mp-1388832,Spacegroup object (148),Spacegroup object (15),0.02,0.03,0.00,2.38,-,-,No,VF4 + MgF2,Partial
680,421,Li4CoO3F,Li4CoO3,1.81,96.36,17.21,174.38,315.47,835.56,1.0,27.96,31.62,4.30,4.26,4.30,0.63,mp-755064,mp-755593,Spacegroup object (36),Spacegroup object (9),0.07,0.04,1.54,2.41,0.87,-,No,Li2CoO2F + Li6CoO4,Complete
681,592,CaCr2F12,CaCr2F10,5.09,122.83,21.89,144.07,732.68,1842.66,2.0,4.10,4.34,1.53,1.45,0.76,-0.12,mp-1932798,mp-1385157,Spacegroup object (2),Spacegroup object (5),0.00,0.01,1.45,2.41,-,-,No,CrF5 + CaCrF6,Partial
682,769,Li3VF7,Li3VF6,3.89,149.98,36.27,130.90,508.99,1153.84,1.0,100.86,110.97,20.65,20.61,20.65,1.31,mp-759421,mp-21633,Spacegroup object (160),Spacegroup object (15),0.05,0.00,1.92,2.43,-,-,No,Li2VF6 + LiF,Partial
683,46,SnPO4F,SnPO4,2.26,93.46,-0.33,115.19,259.79,1074.04,1.0,10.11,10.82,2.35,2.31,2.35,0.37,mp-1007694,mp-27018,Spacegroup object (62),Spacegroup object (33),0.00,0.06,2.64,2.44,0.80,-,No,SnP2O7 + 0.25 Sn3PO4F3 + 0.5 SnO2,Complete
684,775,Li2VF7,Li2VF5,3.93,62.65,38.70,270.98,1064.35,2789.99,2.0,101.47,125.11,20.07,19.99,10.04,1.00,mp-759125,mp-754000,Spacegroup object (62),Spacegroup object (15),0.05,0.01,1.35,2.45,-,-,No,Li2VF6,Partial
685,306,Li2MnO2F,Li2MnO2,1.05,55.81,16.08,223.69,235.02,837.89,1.0,10.87,12.54,1.30,1.26,1.30,0.11,mp-1280554,mp-19279,Spacegroup object (12),Spacegroup object (164),0.01,0.01,1.40,2.45,-,-,No,LiMnO2 + LiF,Complete
686,669,V2OF8,V2OF7,3.50,177.66,11.83,99.31,347.57,876.71,1.0,139.32,149.71,37.60,37.56,37.60,1.58,mp-1101223,mp-765500,Spacegroup object (13),Spacegroup object (8),0.01,0.07,2.56,2.46,-,-,No,VOF3 + VF5,Partial
687,794,Li3Fe(OF)2,Li3FeO2F,1.23,73.43,-4.15,182.74,225.18,746.81,1.0,12.57,14.14,1.84,1.81,1.84,0.27,mp-755329,mp-761233,Spacegroup object (13),Spacegroup object (58),0.07,0.07,2.20,2.49,0.47,0.47,No,LiFeO2 + 2 LiF,Partial
688,238,Li2MnVP2(O4F)2,Li2MnV(PO4)2,2.22,91.79,18.28,154.16,342.35,1076.75,2.0,58.00,64.87,20.17,20.09,10.08,1.00,mp-1177877,mp-757718,Spacegroup object (2),Spacegroup object (11),0.00,0.00,0.89,2.50,-,-,No,LiVPO4F + LiMnPO4,Complete
689,557,Li3VF6,Li3VF5,1.26,110.06,3.77,144.28,182.23,510.72,1.0,110.97,123.38,20.61,20.57,20.61,1.31,mp-21633,mp-860790,Spacegroup object (15),Spacegroup object (62),0.00,0.05,2.43,2.51,-,-,No,LiV2F6 + 5 LiF,Partial
690,770,Li3VF7,Li3VF5,2.58,74.99,41.41,261.79,674.31,1528.62,2.0,100.86,123.38,20.65,20.57,10.33,1.01,mp-759421,mp-860790,Spacegroup object (160),Spacegroup object (62),0.05,0.05,1.92,2.51,-,-,No,LiV2F6 + 5 LiF,Partial
691,746,Li4Mn3OF11,Li4Mn3OF8,3.09,70.81,25.61,192.56,594.87,1941.77,3.0,7.28,8.12,3.04,2.93,1.01,0.01,mp-861557,mp-849279,Spacegroup object (1),Spacegroup object (8),0.04,0.07,1.09,2.51,-,0.54,No,LiF + 0.0625 Mn3O4 + 0.5625 MnF2,Partial
692,401,Li2VFeP2(O4F)2,Li2VFe(PO4)2,2.21,91.25,20.04,153.76,339.79,1077.81,2.0,57.63,64.43,20.09,20.01,10.05,1.00,mp-756057,mp-861602,Spacegroup object (2),Spacegroup object (11),0.06,0.01,1.37,2.56,-,-,No,LiFePO4 + Li3VFeP2(O4F)2 + VPO4,Complete
693,434,LiVF4,LiVF3,1.78,86.09,47.19,200.20,357.21,922.45,1.0,144.74,168.34,19.38,19.34,19.38,1.29,mp-755801,mp-752764,Spacegroup object (15),Spacegroup object (161),0.00,0.02,2.12,2.57,0.42,0.42,No,LiV2F6 + LiF,Partial
694,490,LiVF5,LiVF3,2.64,46.42,58.73,350.63,924.88,2529.03,2.0,127.00,168.34,19.42,19.34,9.71,0.99,mp-760803,mp-752764,Spacegroup object (62),Spacegroup object (161),0.00,0.02,1.81,2.57,1.84,1.84,No,LiV2F6 + LiF,Partial
695,552,LiVF6,LiVF3,3.03,38.60,97.99,467.81,1416.66,3491.59,3.0,113.18,168.34,19.45,19.34,6.48,0.81,mp-753571,mp-752764,Spacegroup object (225),Spacegroup object (161),0.00,0.02,3.08,2.57,0.15,0.15,No,LiV2F6 + LiF,Partial
696,750,Li2V2F7,LiVF3,2.11,143.42,22.61,107.74,227.20,654.36,1.0,155.64,168.34,38.72,19.34,38.72,1.59,mp-760262,mp-752764,Spacegroup object (14),Spacegroup object (161),0.05,0.02,0.26,2.57,-,1.25,No,LiV2F6 + LiF,Partial
697,211,Ge(BrF5)2,GeBr2,3.79,21.82,105.87,634.46,2403.89,7728.39,10.0,170.74,308.64,72.13,71.74,7.21,0.86,mp-27218,mp-541610,Spacegroup object (14),Spacegroup object (14),0.00,0.00,2.91,2.60,-,-,No,GeBr4 + GeF2,Complete
698,494,MnTlF4,MnTlF3,3.35,97.68,21.48,79.93,267.65,1525.63,1.0,2560.76,2714.45,858.66,858.62,858.66,2.93,mp-1102938,mp-998762,Spacegroup object (15),Spacegroup object (221),0.00,0.00,3.19,2.63,3.46,3.46,No,MnF3 + 2 MnTlF3 + TlF3,Partial
699,616,Sn2OF5,Sn2OF2,2.52,40.11,20.77,230.77,580.41,2790.60,3.0,13.30,15.51,4.63,4.52,1.54,0.19,mp-29590,mp-27480,Spacegroup object (12),Spacegroup object (12),0.00,0.00,1.91,2.67,-,-,No,Sn4OF6 + 0.6667 SnO2,Partial
700,534,ZnMoF6,ZnMoF5,2.76,121.57,15.58,97.34,268.96,1011.56,1.0,15.41,16.40,4.24,4.20,4.24,0.63,mp-1407092,mp-1404453,Spacegroup object (148),Spacegroup object (15),0.00,0.05,0.00,2.69,-,-,No,MoF6 + 2 MoF3 + 3 ZnF2,Partial
701,639,Sb2XeF14,Sb2XeF12,5.14,144.75,-0.38,83.65,429.56,1578.84,2.0,371.84,395.15,238.27,238.20,119.14,2.08,mp-27290,mp-1193829,Spacegroup object (2),Spacegroup object (4),0.00,0.00,1.98,2.73,-,-,No,Sb2XeF16 + SbXeF7 + SbF5,Partial
702,699,Sb2XeF15,Sb2XeF12,5.25,103.59,6.94,121.86,639.74,2255.40,3.0,361.19,395.15,238.31,238.20,79.44,1.90,mp-1195732,mp-1193829,Spacegroup object (15),Spacegroup object (4),0.02,0.00,0.02,2.73,-,-,No,Sb2XeF16 + 0.3333 SbXeF7 + 0.3333 SbF5,Partial
703,713,Sb2XeF13,Sb2XeF12,5.57,289.79,-0.28,43.10,240.26,856.05,1.0,383.14,395.15,238.23,238.20,238.23,2.38,mp-1203999,mp-1193829,Spacegroup object (2),Spacegroup object (4),0.03,0.00,0.00,2.73,-,-,No,Sb2XeF16 + 3 SbXeF7 + 3 SbF5,Partial
704,558,AsXeF11,AsXeF7,5.11,53.28,24.83,258.20,1320.38,4271.13,4.0,570.41,697.75,236.83,236.68,59.21,1.77,mp-554379,mp-27750,Spacegroup object (14),Spacegroup object (14),0.00,0.00,1.86,2.74,-,-,No,AsF5 + XeF4,Partial
705,606,NaMnF4,NaMnF3,3.26,82.20,23.35,174.12,566.91,1762.85,1.0,2.09,2.10,0.32,0.28,0.32,-0.49,mp-554517,mp-560242,Spacegroup object (14),Spacegroup object (62),0.00,0.00,1.80,2.75,1.32,1.32,No,Na5Mn3F14 + 2 MnF2,Partial
706,604,Li2VF6,Li2VF4,2.46,50.21,25.69,299.77,738.15,2182.60,2.0,112.03,141.72,20.03,19.96,10.02,1.00,mp-753861,mp-775776,Spacegroup object (136),Spacegroup object (91),0.00,0.02,2.11,2.75,1.40,-,No,LiV2F6 + 3 LiF,Partial
707,651,Li2VF5,Li2VF4,1.75,90.34,13.08,167.70,292.69,859.75,1.0,125.11,141.72,19.99,19.96,19.99,1.30,mp-754000,mp-775776,Spacegroup object (15),Spacegroup object (91),0.01,0.02,2.45,2.75,-,-,No,LiV2F6 + 3 LiF,Partial
708,727,Li4V2F9,Li2VF4,2.05,161.42,1.02,89.15,183.03,566.05,1.0,132.89,141.72,39.95,19.96,39.95,1.60,mp-863369,mp-775776,Spacegroup object (165),Spacegroup object (91),0.04,0.02,0.97,2.75,-,-,No,LiV2F6 + 3 LiF,Partial
709,776,Li2VF7,Li2VF4,3.20,41.77,56.84,406.47,1300.81,3409.83,3.0,101.47,141.72,20.07,19.96,6.69,0.83,mp-759125,mp-775776,Spacegroup object (62),Spacegroup object (91),0.05,0.02,1.35,2.75,-,-,No,LiV2F6 + 3 LiF,Partial
710,451,SbXeF11,SbXeF7,5.11,54.76,21.89,232.03,1185.74,4152.89,4.0,513.93,614.70,237.45,237.30,59.36,1.77,mp-1195229,mp-1199352,Spacegroup object (62),Spacegroup object (14),0.00,0.00,1.79,2.76,-,-,No,Sb2XeF16 + XeF4,Partial
711,637,SbXeF9,SbXeF7,5.10,97.04,7.98,126.41,645.03,2340.26,2.0,559.80,614.70,237.38,237.30,118.69,2.07,mp-27238,mp-1199352,Spacegroup object (14),Spacegroup object (14),0.00,0.00,2.05,2.76,-,-,No,Sb2XeF16 + SbXeF7 + XeF4,Partial
712,773,Fe4OF7,Fe4OF6,2.59,149.38,12.03,71.98,186.13,770.46,1.0,0.98,0.92,0.36,0.33,0.36,-0.44,mp-763020,mp-1638869,Spacegroup object (7),Spacegroup object (15),0.05,0.05,1.93,2.78,-,-,No,Fe3O4 + 13 FeF2,Partial
713,323,LiCoPO4F,LiCoPO4,3.92,88.52,2.07,149.03,584.73,1972.69,1.0,14.70,16.20,2.64,2.61,2.64,0.42,mp-25465,mp-757936,Spacegroup object (2),Spacegroup object (29),0.01,0.00,0.81,2.80,-,-,No,CoPO4 + LiF,Complete
714,484,K2MnF6,K2MnF4,3.34,73.21,20.44,216.91,723.66,2028.25,2.0,5.41,6.03,1.34,1.26,0.67,-0.17,mp-557397,mp-557610,Spacegroup object (225),Spacegroup object (139),0.00,0.00,3.35,2.81,1.69,1.69,No,KMnF4 + KF,Partial
715,459,TlSnF7,TlSnF3,3.24,33.30,30.51,235.06,762.26,4333.87,4.0,1887.59,2264.59,860.90,860.74,215.22,2.33,mp-17649,mp-676130,Spacegroup object (14),Spacegroup object (9),0.00,0.00,2.00,2.82,-,-,No,Tl2SnF6 + SnF2,Partial
716,693,CaFeF6,CaFeF4,4.26,65.10,59.49,255.36,1087.29,2910.68,2.0,1.64,1.56,0.34,0.27,0.17,-0.76,mp-1404740,mp-1400147,Spacegroup object (148),Spacegroup object (140),0.02,0.06,0.00,2.85,-,-,No,CaFeF5,Partial
717,504,Rb2FeF5,Rb2FeF4,2.48,139.98,9.48,83.29,206.32,787.53,1.0,8234.75,8751.33,2649.72,2649.68,2649.72,3.42,mp-28600,mp-1206640,Spacegroup object (62),Spacegroup object (139),0.00,0.00,3.69,2.89,1.62,-,No,Rb3FeF6 + 0.5 FeF2,Partial
718,602,CaCoF6,CaCoF4,4.63,64.12,63.06,251.66,1165.49,3214.28,2.0,10.58,12.44,2.25,2.18,1.13,0.05,mp-1398496,mp-1389180,Spacegroup object (148),Spacegroup object (15),0.00,0.05,1.33,2.90,-,-,No,CoF3 + CaF2,Partial
719,753,CaCoF5,CaCoF4,4.32,102.81,30.72,138.15,597.06,1870.81,1.0,11.42,12.44,2.22,2.18,2.22,0.35,mp-1398579,mp-1389180,Spacegroup object (15),Spacegroup object (15),0.05,0.05,1.36,2.90,-,-,No,CoF3 + CaF2,Partial
720,708,LiFe2OF5,LiFe2OF3,2.73,51.91,22.51,233.44,636.69,2338.40,2.0,3.57,3.88,0.82,0.74,0.41,-0.39,mp-755843,mp-776904,Spacegroup object (7),Spacegroup object (62),0.03,0.03,2.02,2.91,-,0.61,No,Fe3O4 + 4 LiF + 5 FeF2,Partial
721,150,RbHF2,RbH,1.13,32.75,19.08,430.64,487.60,1538.68,2.0,10643.54,15319.35,1324.83,1324.75,662.41,2.82,mp-29764,mp-24721,Spacegroup object (140),Spacegroup object (225),0.00,0.00,6.70,2.92,1.57,-,No,2 H + 2 RbF,Complete
722,542,RbMnF4,RbMnF3,3.25,98.32,22.60,123.85,403.08,1473.20,1.0,6122.95,6712.05,1325.00,1324.97,1325.00,3.12,mp-553981,mp-558749,Spacegroup object (14),Spacegroup object (221),0.00,0.00,1.74,2.94,-,-,No,Rb2MnF6 + MnF2,Partial
723,698,NaCoF4,NaCoF3,4.40,78.30,27.68,169.72,746.75,2500.98,1.0,13.65,15.24,2.16,2.12,2.16,0.33,mp-1210144,mp-21404,Spacegroup object (60),Spacegroup object (62),0.02,0.00,0.32,2.95,-,0.82,No,CoF3 + NaF,Partial
724,117,LiHF2,LiH,1.28,17.69,121.12,1166.66,1498.18,3230.45,2.0,14.31,73.09,0.66,0.58,0.33,-0.48,mp-24199,mp-23703,Spacegroup object (166),Spacegroup object (225),0.00,0.00,8.04,2.98,1.13,-,No,2 H + 2 LiF,Complete
725,676,LiMn2F9,LiMn2F5,4.16,43.75,54.27,372.50,1549.19,4230.31,4.0,3.90,4.58,1.12,0.97,0.28,-0.55,mp-753244,mp-779085,Spacegroup object (1),Spacegroup object (15),0.01,0.03,2.27,3.00,-,-,No,LiMnF4 + MnF2,Partial
726,680,LiMn2F6,LiMn2F5,3.38,106.19,-6.40,116.12,392.03,1414.96,1.0,4.37,4.58,1.01,0.97,1.01,0.00,mp-757174,mp-779085,Spacegroup object (150),Spacegroup object (15),0.01,0.03,0.00,3.00,-,-,No,LiMnF4 + MnF2,Partial
